cv_repeat,response,method,tissue,standardized_sse,raw_sse,test_samples,standardized_mse,raw_mse
0,SH2D2A,MMoE,brain_spinal_cord_cervical_c-1,106.98065759017729,18.103457072342884,159,0.6728343244665238,0.11385822058077286
0,SH2D2A,Pool,brain_amygdala,195.41720020280002,14.813127224245664,152,1.2856394750184212,0.09745478437003725
0,SH2D2A,Pool,brain_anterior_cingulate_cortex_ba24,148.24862468994513,12.234475660219529,176,0.84232173119287,0.06951406625124733
0,SH2D2A,Pool,brain_caudate_basal_ganglia,149.40468689315526,13.232930684344502,246,0.607336125581932,0.053792401155871965
0,SH2D2A,Pool,brain_cerebellar_hemisphere,130.3191898862512,3.752821777343251,215,0.6061357669127962,0.017454985010898844
0,SH2D2A,Pool,brain_cerebellum,121.41907838844509,7.474256953679165,241,0.5038136032715563,0.031013514330618944
0,SH2D2A,Pool,brain_cortex,128.2883728436209,11.619292001382009,255,0.503091658210278,0.0455658509858118
0,SH2D2A,Pool,brain_frontal_cortex_ba9,89.15594215372653,9.021520210813414,209,0.4265834552809882,0.043165168472791456
0,SH2D2A,Pool,brain_hypothalamus,136.07558555176547,14.307596443636939,202,0.6736415126325024,0.0708296853645393
0,SH2D2A,Pool,brain_nucleus_accumbens_basal_ganglia,161.34664764854173,12.120736366189393,246,0.6558806814981372,0.049271286041420295
0,SH2D2A,Pool,brain_putamen_basal_ganglia,98.68656577233975,8.869692080301313,205,0.48139788181629145,0.04326679063561616
0,SH2D2A,Pool,brain_spinal_cord_cervical_c-1,95.61320725664987,16.206651199324288,159,0.601340926142452,0.1019286238951213
0,SH2D2A,STL,brain_amygdala,202.05160657084053,14.834653251780386,152,1.3292868853344773,0.09759640297223938
0,SH2D2A,STL,brain_anterior_cingulate_cortex_ba24,212.65092012282835,17.555273017048396,176,1.208243864334252,0.0997458694150477
0,SH2D2A,STL,brain_caudate_basal_ganglia,172.63933137843108,15.296194310454233,246,0.7017858999123214,0.06217965166851314
0,SH2D2A,STL,brain_cerebellar_hemisphere,159.4178853568572,4.61879979400258,215,0.7414785365435218,0.021482789739546884
0,SH2D2A,STL,brain_cerebellum,132.91381412042637,8.2096649870716,241,0.5515096021594456,0.03406499994635519
0,SH2D2A,STL,brain_cortex,129.76237438649554,11.684908214163848,255,0.5088720564176296,0.04582316946730921
0,SH2D2A,STL,brain_frontal_cortex_ba9,98.45451267793274,10.005263225528013,209,0.4710742233393911,0.04787207284941633
0,SH2D2A,STL,brain_hypothalamus,176.79566394907545,17.602778109361,202,0.8752260591538389,0.08714246588792575
0,SH2D2A,STL,brain_nucleus_accumbens_basal_ganglia,170.1893797037059,12.427560910841523,246,0.6918267467630321,0.05051854028797367
0,SH2D2A,STL,brain_putamen_basal_ganglia,139.44731133430432,12.594941252556124,205,0.6802307869966064,0.06143873781734695
0,SH2D2A,STL,brain_spinal_cord_cervical_c-1,102.58969066321508,17.46462671918285,159,0.645218180271793,0.1098404196175022
1,JAM2,ARMUL,brain_amygdala,37.58173982819193,10.787922823912345,152,0.24724828834336796,0.07097317647310752
1,JAM2,ARMUL,brain_anterior_cingulate_cortex_ba24,76.22744244323114,12.272074681066778,176,0.43311046842744966,0.06972769705151578
1,JAM2,ARMUL,brain_caudate_basal_ganglia,50.74389237533718,12.065338954633468,246,0.20627598526559832,0.049046093311518164
